trial_number,params,val_fitness,train_fitness,gen_gap,val_mean_recall,val_min_recall,val_max_recall,train_mean_recall,train_min_recall,n_iterations
31,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.8752362378069312,0.9864665962815197,0.11123035847458851,0.8980031309604766,0.8600583090379009,0.9285714285714286,0.9900947060577372,0.9840478564307079,18
32,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.8752362378069312,0.9864665962815197,0.11123035847458851,0.8980031309604766,0.8600583090379009,0.9285714285714286,0.9900947060577372,0.9840478564307079,18
33,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.8752362378069312,0.9864665962815197,0.11123035847458851,0.8980031309604766,0.8600583090379009,0.9285714285714286,0.9900947060577372,0.9840478564307079,18
34,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.8752362378069312,0.9864665962815197,0.11123035847458851,0.8980031309604766,0.8600583090379009,0.9285714285714286,0.9900947060577372,0.9840478564307079,18
35,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 15, 'W_POS': 4, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.7985211663066509,0.9781803680597821,0.17965920175313121,0.8330376096441785,0.7755102040816326,0.8894009216589862,0.9825062561178349,0.9752964426877471,14
36,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 10, 'W_TRI': 10, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 128, 'hidden_2': 64}",0.7791296088559483,0.9719703085818092,0.19284069972586093,0.8457832058133402,0.7346938775510204,0.8906882591093117,0.9823529559205425,0.9650485436893204,13
37,"{'W_CHAR': 1, 'W_WORD': 6, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.8730105772567445,0.9867168347849324,0.11370625752818797,0.9011853352701412,0.8542274052478134,0.9285714285714286,0.990720302316269,0.9840478564307079,17
38,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.8752362378069312,0.9864665962815197,0.11123035847458851,0.8980031309604766,0.8600583090379009,0.9285714285714286,0.9900947060577372,0.9840478564307079,18
39,"{'W_CHAR': 0, 'W_WORD': 6, 'W_BI': 10, 'W_TRI': 10, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.7828575178597232,0.9803608233532781,0.19750330549355488,0.8332370891099494,0.749271137026239,0.8775510204081632,0.9835107540353694,0.9782608695652174,17
40,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 4, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 128, 'hidden_2': 32}",0.8539471949994419,0.9707316241806637,0.11678442918122178,0.8972586580525406,0.8250728862973761,0.9376854599406528,0.9792562449176789,0.9650485436893204,13
41,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.8752362378069312,0.9864665962815197,0.11123035847458851,0.8980031309604766,0.8600583090379009,0.9285714285714286,0.9900947060577372,0.9840478564307079,18
42,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.8752362378069312,0.9864665962815197,0.11123035847458851,0.8980031309604766,0.8600583090379009,0.9285714285714286,0.9900947060577372,0.9840478564307079,18
43,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.8752362378069312,0.9864665962815197,0.11123035847458851,0.8980031309604766,0.8600583090379009,0.9285714285714286,0.9900947060577372,0.9840478564307079,18
44,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.01, 'hidden_1': 64, 'hidden_2': 64}",0.8752362378069312,0.9864665962815197,0.11123035847458851,0.8980031309604766,0.8600583090379009,0.9285714285714286,0.9900947060577372,0.9840478564307079,18
45,"{'W_CHAR': 0, 'W_WORD': 4, 'W_BI': 5, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.001, 'hidden_1': 64, 'hidden_2': 64}",0.8343873779796422,0.9834671849317302,0.149079806952088,0.8745981825584351,0.8075801749271136,0.9149797570850202,0.9863378652419467,0.9815533980582525,14
