trial,train_mean_recall,val_mean_recall,val_min_recall,val_balanced_acc,overfitting,fitness,W_CHAR,W_WORD,W_BI,W_TRI,W_POS,CHAR_MIN,CHAR_MAX,alpha,learning_rate_init,activation,hidden_1,hidden_2
141,0.9905505721665349,0.9105315997749291,0.8405797101449275,0.9105315997749291,0.08001897239160571,0.8649365466901257,3,8,2,0,4,2,5,0.02373125944322392,0.00021896762676055625,tanh,80,112
142,0.9899728549820619,0.909543638395311,0.8492753623188406,0.909543638395311,0.08042921658675084,0.8666485472789944,3,8,2,0,4,2,5,0.022989943265479696,0.00022415960387543905,tanh,80,112
143,0.9906288749537001,0.9109929994934597,0.8492753623188406,0.9109929994934597,0.07963587546024042,0.8680597706109536,3,8,2,0,4,2,5,0.03964505320401936,0.0002278569033279353,tanh,80,112
144,0.9907467017902056,0.9066259565387512,0.8289855072463768,0.9066259565387512,0.08412074525145441,0.8570734491253116,3,8,2,0,4,2,5,0.04922949856055629,0.00026233969917067903,tanh,80,104
145,0.9905393634705996,0.9109903777861065,0.8521739130434782,0.9109903777861065,0.07954898568449309,0.8689709455210713,3,8,2,0,4,2,5,0.050905837754914245,0.00018039030430479517,tanh,80,112
146,0.9908712974144028,0.9103152084944512,0.8463768115942029,0.9103152084944512,0.08055608891995159,0.8662556449644008,3,8,2,0,4,2,5,0.06783947934824976,0.0002353564857053522,tanh,80,112
147,0.9907546604753642,0.9063229989506449,0.8289855072463768,0.9063229989506449,0.08443166152471926,0.8567059206770048,3,8,2,0,4,2,5,0.062075488509305526,0.00023877727887313327,tanh,80,104
148,0.9907365092941546,0.9112248327698732,0.8492753623188406,0.9112248327698732,0.07951167652428137,0.8682841533724227,3,8,2,0,4,2,5,0.044882875155228937,0.00025179006143766566,tanh,80,112
149,0.9908995266188697,0.9111959582430398,0.8463768115942029,0.9111959582430398,0.07970356837582993,0.8672984300604736,3,8,2,0,4,2,5,0.036386393513770265,0.0002905103066332491,tanh,80,112
150,0.9908395602000643,0.9109869718271568,0.8463768115942029,0.9109869718271568,0.07985258837290743,0.8670776295708168,3,8,2,0,4,2,5,0.04048430857220627,0.000292121122264974,tanh,80,112
151,0.9908219591351588,0.9112407767984806,0.8492753623188406,0.9112407767984806,0.07958118233667821,0.8682605612862494,3,8,2,0,4,2,5,0.039260218480906856,0.00027997731058476184,tanh,80,112
152,0.9908995266188697,0.9111959582430398,0.8463768115942029,0.9111959582430398,0.07970356837582993,0.8672984300604736,3,8,2,0,4,2,5,0.03794422822675884,0.0002910747775650087,tanh,80,112
153,0.9864719121441674,0.9014550455757381,0.8434782608695652,0.9014550455757381,0.08501686656842933,0.8561535768796714,3,8,2,0,4,2,5,0.036784233897707234,0.00029007796944123895,tanh,96,112
154,0.9894433164471402,0.9077585293736373,0.8289855072463768,0.9077585293736373,0.0816847870735029,0.8586842291987076,3,8,2,0,4,2,5,0.05834022764849987,0.00024290083663475794,tanh,80,112
155,0.9906740211278191,0.9060383829286366,0.8289855072463768,0.9060383829286366,0.08463563819918252,0.8564047011243673,3,8,2,0,4,2,5,0.03760612328945235,0.0002944611846647499,tanh,80,104
156,0.9917475489917655,0.9025104873639532,0.8318840579710145,0.9025104873639532,0.08923706162781231,0.8513040277321654,3,8,2,0,4,2,5,0.04670609613561923,0.000259783446919314,tanh,96,112
157,0.9907675159667121,0.9057817933500553,0.8347826086956521,0.9057817933500553,0.08498572261665682,0.857789176645406,3,7,2,0,4,2,5,0.08270925183021949,0.0003243265211093658,tanh,80,104
158,0.9901121243856829,0.904623552335064,0.8347826086956521,0.904623552335064,0.08548857205061888,0.856326983217931,3,8,2,6,4,2,5,0.06445629699861265,0.00027545226577023924,tanh,80,112
159,0.9919220752701068,0.9044894454807367,0.8405797101449275,0.9044894454807367,0.08743262978937005,0.8562002099853089,3,7,2,0,4,2,5,0.03985098468589313,0.00022645816934609955,tanh,96,112
160,0.9907874124214774,0.9098176309741618,0.8608695652173913,0.9098176309741618,0.08096978144731559,0.8700483205234728,3,8,2,0,4,2,5,0.0754328586185038,0.0003536208262871529,tanh,80,112
161,0.9895032828659457,0.9082206865629341,0.8289855072463768,0.9082206865629341,0.0812825963030116,0.8592088346164609,3,8,2,0,4,2,5,0.07021763396259184,0.000245239460480843,tanh,80,112
162,0.990684675144502,0.9044422757369318,0.8173913043478261,0.9044422757369318,0.08624239940757017,0.851005784616415,3,8,2,0,4,2,5,0.05156633543785807,0.0003419973490681251,tanh,80,104
163,0.9921699904779733,0.9038080993620651,0.8405797101449275,0.9038080993620651,0.0883618911159082,0.8556586370389696,3,8,2,0,4,2,5,0.04150510394865651,0.0002974232569286745,tanh,96,104
164,0.9896908187831971,0.9083746032962313,0.8318840579710145,0.9083746032962313,0.08131621548696577,0.8601693319551833,3,8,2,0,4,2,5,0.03407197439468887,0.0002583716591095753,tanh,80,112
165,0.9905015830118006,0.9111579201470051,0.855072463768116,0.9111579201470051,0.07934366286479544,0.8700604518009407,3,7,2,0,5,2,5,0.07629305990678484,0.00018289441432533285,tanh,80,112
166,0.9907355869153327,0.9094159193374622,0.8405797101449275,0.9094159193374622,0.08131966757787046,0.8635052227907665,3,7,2,0,5,2,5,0.09530188453942547,0.00018164325414638433,tanh,80,112
167,0.9917255981072043,0.904381261043562,0.8318840579710145,0.904381261043562,0.08734433706364231,0.8535599315899766,3,7,2,0,5,2,5,0.0820015232896868,0.00023284181533552098,tanh,96,112
168,0.9907982299245144,0.9065047835486766,0.8144927536231884,0.9065047835486766,0.0842934463758378,0.8525544513831111,3,8,2,1,5,2,5,0.07280548117286528,0.00034448485022501094,tanh,80,104
169,0.9909754581493299,0.9051970839842934,0.855072463768116,0.9051970839842934,0.08577837416503642,0.8614705108369219,3,8,2,0,6,2,5,0.05271867121692266,0.00027721026704313095,tanh,112,104
170,0.9909671868260701,0.909765013500973,0.8405797101449275,0.909765013500973,0.08120217332509705,0.8638083358316108,3,8,2,1,4,2,5,0.032646866618567666,0.00030483968034837974,tanh,80,112
171,0.9906384070369785,0.9108123909345115,0.8405797101449275,0.9108123909345115,0.07982601610246698,0.8652295786464027,3,8,2,0,4,2,5,0.04447599143656619,0.00019264073107061117,tanh,80,112
172,0.9903308011848392,0.9074007713190297,0.8289855072463768,0.9074007713190297,0.08293002986580944,0.854611177164329,3,8,2,0,4,2,5,0.05664275008852258,0.00021726870985570436,tanh,144,112
173,0.9898610545070703,0.9090105961530679,0.8492753623188406,0.9090105961530679,0.0808504583540024,0.8660647968257984,3,8,2,0,4,2,5,0.014249999777050288,0.00020457138729059802,tanh,80,112
174,0.9918342403996632,0.9024039451007522,0.8347826086956521,0.9024039451007522,0.089430295298911,0.8520023965297667,3,8,2,0,4,2,5,0.02089491493653021,0.0002364370871281963,tanh,96,112
175,0.9908265081267498,0.9103784571797494,0.8405797101449275,0.9103784571797494,0.08044805094700036,0.8646148075958026,3,8,2,1,4,2,5,0.01424899239190824,0.000260747825610171,tanh,80,112
176,0.9917269415546439,0.904997967113033,0.8405797101449275,0.904997967113033,0.08672897444161087,0.8589080028017959,3,7,3,0,4,2,5,0.014181883549088507,0.00018461350688552507,tanh,64,104
177,0.989756255269102,0.9040245289511951,0.8115942028985508,0.9040245289511951,0.08573172631790693,0.8520295679764484,3,8,2,0,4,2,5,0.022770207382979638,0.00017391539593726812,tanh,80,48
178,0.9903339935061706,0.9057952395557496,0.7913043478260869,0.9057952395557496,0.08453875395042099,0.8433785950616403,3,8,3,1,5,2,5,0.0758304527739564,0.00028499593871203255,tanh,96,120
179,0.9906721440073376,0.9010821144226804,0.8202898550724638,0.9010821144226804,0.08959002958465723,0.8482494218252867,3,8,2,0,4,2,5,0.03168012717726688,0.0002165150557499289,tanh,64,112
180,0.9906864483431626,0.9080857931091291,0.8492753623188406,0.9080857931091291,0.08260065523403348,0.8645423362550257,3,7,3,1,4,2,5,0.04375217246520109,0.0015510637680683276,tanh,80,112
181,0.9906187404186952,0.9097087364247147,0.8463768115942029,0.9097087364247147,0.08091000399398052,0.8656541569785708,3,8,2,0,4,2,5,0.02648253846996239,0.0002018408399921622,tanh,80,112
182,0.989629268958614,0.907523525074786,0.8289855072463768,0.907523525074786,0.08210574388382808,0.858309247784349,3,8,2,0,4,2,5,0.01642821253634954,0.00024923210228649855,tanh,80,112
183,0.9905907391153292,0.9115350598807989,0.8463768115942029,0.9115350598807989,0.07905567923453038,0.8678597457775548,3,8,2,0,4,2,5,0.04937794664652265,0.0002031819865146964,tanh,80,112
184,0.9902999124363817,0.9100222804894931,0.8463768115942029,0.9100222804894931,0.08027763194688864,0.8657898238474616,3,8,2,0,4,2,5,0.05843389250137224,0.00018153833922992526,tanh,80,120
185,0.9914932329704882,0.9006690868677538,0.8231884057971014,0.9006690868677538,0.09082414610273437,0.8486128094951909,3,8,2,1,4,2,5,0.04806868404093719,0.00039936773619814864,tanh,64,104
186,0.9899407861809262,0.906263401406497,0.8318840579710145,0.906263401406497,0.08367738477442921,0.8563109059886376,3,8,3,0,4,2,5,0.034326619239330405,0.00016976293851054324,tanh,96,120
187,0.9908391710016137,0.911455302812803,0.8492753623188406,0.911455302812803,0.07938386818881071,0.8685093865702087,3,9,2,1,4,2,5,0.07034478542910791,0.0003118164059089248,tanh,80,112
188,0.9905602092230015,0.9017054948297747,0.8231884057971014,0.9017054948297747,0.08885471439322679,0.8499230109233592,3,9,2,1,4,2,5,0.07260779930917417,0.0003326583553911089,tanh,64,112
189,0.9906249302253478,0.9036883838605086,0.8057971014492754,0.9036883838605086,0.08693654636483916,0.846652725954719,3,9,2,0,4,2,5,0.06303411129186652,0.0003743101627643489,tanh,80,104
190,0.9907696222952572,0.911854805131837,0.8492753623188406,0.911854805131837,0.07891481716342019,0.8690235637062279,3,9,2,0,4,2,5,0.042756077766838145,0.0003119089851184981,tanh,80,112
191,0.9895582463847817,0.894218897755929,0.8115942028985508,0.894218897755929,0.09533934862885274,0.8371618149842891,3,9,2,10,4,2,5,0.040488032721156794,0.000312594237941362,tanh,80,112
192,0.990700013496705,0.9118083070802122,0.8492753623188406,0.9118083070802122,0.07889170641649279,0.8690025704435542,3,9,2,0,4,2,5,0.05127128243345418,0.0002852531766861832,tanh,80,112
193,0.9906480459596732,0.9104238241611984,0.8463768115942029,0.9104238241611984,0.08022422179847477,0.8664976094918623,3,9,2,0,4,2,5,0.09679532315352796,0.00027846628551899836,tanh,80,112
194,0.9904178129081722,0.9017330340032079,0.8144927536231884,0.9017330340032079,0.08868477890496429,0.8474185604367198,3,9,2,0,4,2,5,0.09836910328253354,0.00027595525650443736,tanh,64,112
195,0.9910797177288643,0.9060358844055735,0.8376811594202899,0.9060358844055735,0.0850438333232908,0.8580075502483431,3,9,2,0,4,2,5,0.0543108941697983,0.0003143600024254117,tanh,96,104
196,0.9904530125266189,0.910623322515537,0.8608695652173913,0.910623322515537,0.07982969001108187,0.8711823503205522,3,9,2,0,4,2,5,0.06659783417270489,0.0002806099528118779,tanh,80,112
197,0.9905904723455308,0.9012809319918689,0.8347826086956521,0.9012809319918689,0.0893095403536619,0.8528766648261727,3,9,2,0,4,2,5,0.08645722828918567,0.0002889103395442542,tanh,64,112
198,0.9907909726976029,0.9099378784387874,0.8579710144927536,0.9099378784387874,0.08085309425881548,0.8693212721255694,3,9,2,0,4,2,5,0.07217726367970613,0.00045177952655007484,tanh,80,112
199,0.990729922252335,0.9051287495242135,0.8144927536231884,0.9051287495242135,0.08560117272812151,0.8501373643898451,3,9,2,0,4,2,5,0.04850054272329752,0.00042577557435957063,tanh,96,104
200,0.9901828419641929,0.896498613923084,0.808695652173913,0.896498613923084,0.09368422804110887,0.8387156113777782,3,9,15,1,4,2,5,0.0644530256146018,0.0003432133014037712,tanh,80,112
201,0.9907171497673753,0.9105096390250189,0.8608695652173913,0.9105096390250189,0.08020751074235644,0.8709138615115523,3,9,2,0,4,2,5,0.07385865627993472,0.0003796864584854857,tanh,80,112
202,0.9905382002672399,0.9103084826066712,0.8608695652173913,0.9103084826066712,0.08022971766056874,0.8707619485596026,3,9,2,0,4,2,5,0.08086763596671821,0.0003608114563515711,tanh,80,112
203,0.9905872454437629,0.9099546898298048,0.863768115942029,0.9099546898298048,0.0806325556139581,0.8711824398564928,3,9,2,0,4,2,5,0.09736862075460093,0.00038986086993156945,tanh,80,112
204,0.9907294228730198,0.9093822160164499,0.863768115942029,0.9093822160164499,0.08134720685656993,0.8704243825658385,3,9,2,0,4,2,5,0.0951631401682412,0.000476898183208992,tanh,80,112
205,0.9907294228730198,0.9097978587678589,0.863768115942029,0.9097978587678589,0.08093156410516089,0.8709231538675294,3,9,2,0,4,2,5,0.09173006270847914,0.0004789714187274444,tanh,80,112
206,0.9906395822836646,0.9106921722426798,0.863768115942029,0.9106921722426798,0.07994741004098471,0.8720412503319921,3,9,2,0,4,2,5,0.07782150816260676,0.0003862268416614937,tanh,80,112
207,0.9907294228730198,0.9095343541565282,0.8608695652173913,0.9095343541565282,0.08119506871649163,0.8697373831165413,3,9,2,0,4,2,5,0.08129118023223521,0.0004855035154925605,tanh,80,112
208,0.9908724912844658,0.8959855268723108,0.8318840579710145,0.8959855268723108,0.09488696441215494,0.8439116039958444,3,9,13,0,4,2,5,0.08162207913610904,0.0004878493913387199,tanh,96,112
209,0.9909076342062715,0.9103228851626924,0.8608695652173913,0.9103228851626924,0.08058474904357904,0.8705945146573125,3,9,2,0,4,2,5,0.07518251052877996,0.0005523618790174859,tanh,80,112
210,0.9909954690767151,0.9103366395242728,0.863768115942029,0.9103366395242728,0.0806588295524423,0.8714366676733784,3,9,2,0,4,2,5,0.0779835400189183,0.0005466878966542729,tanh,80,112
211,0.9908831658180081,0.90973433494909,0.8666666666666667,0.90973433494909,0.08114883086891811,0.8716396190299038,3,9,2,0,4,2,5,0.09768928178536293,0.0005485537923131444,tanh,80,112
212,0.9908831658180081,0.9096533635554203,0.8666666666666667,0.9096533635554203,0.0812298022625878,0.8715424533575001,3,9,2,0,4,2,5,0.09810161109014155,0.0005724256183892941,tanh,80,112
213,0.9908831658180081,0.9100483559884996,0.8666666666666667,0.9100483559884996,0.08083480982950841,0.8720164442771955,3,9,2,0,4,2,5,0.0965675950553918,0.0005635651079286164,tanh,80,112
214,0.9908231993992026,0.9098471995701517,0.8666666666666667,0.9098471995701517,0.0809759998290509,0.8718050397845807,3,9,2,0,4,2,5,0.09778031490003627,0.0005907362439788173,tanh,80,112
215,0.9905849354069229,0.9026343469718371,0.808695652173913,0.9026343469718371,0.08795058843508585,0.8462774443149169,3,9,2,0,4,2,5,0.09738330493905145,0.00059562634277276,tanh,80,104
216,0.9912090377395728,0.9013029828629552,0.8202898550724638,0.9013029828629552,0.08990605487661762,0.846646017087499,3,9,2,0,4,2,5,0.07579802585788577,0.0005369289333642397,tanh,96,112
217,0.9905971458852739,0.9019361538613608,0.8057971014492754,0.9019361538613608,0.08866099202391309,0.8445639421257787,3,9,2,0,4,2,5,0.09882548891036491,0.000556812268915769,tanh,80,104
218,0.9907294228730198,0.9095343541565282,0.8608695652173913,0.9095343541565282,0.08119506871649163,0.8697373831165413,3,9,2,0,4,2,5,0.08189887917245438,0.0004865802823623201,tanh,80,112
219,0.9916272832082008,0.9039091825615441,0.8318840579710145,0.9039091825615441,0.08771810064665675,0.8530425948610568,3,9,2,1,5,2,5,0.08043917561593723,0.0004609842304005919,tanh,96,112
220,0.9907890786235345,0.9097909460621282,0.8608695652173913,0.9097909460621282,0.08099813256140631,0.8700154655280038,3,9,2,0,4,2,5,0.07548710874074681,0.0006672171455170578,tanh,80,112
221,0.9908414154634361,0.9095551821105925,0.8579710144927536,0.9095551821105925,0.08128623335284357,0.8688368151488189,3,9,2,0,4,2,5,0.0723437038282035,0.0006471844084649734,tanh,80,112
222,0.9907890786235345,0.9100690863444431,0.863768115942029,0.9100690863444431,0.08071999227909143,0.871218799084173,3,9,2,0,4,2,5,0.08045410251415902,0.0006455043593690366,tanh,80,112
223,0.9905599674268103,0.9098998864724244,0.8376811594202899,0.9098998864724244,0.08066008095438593,0.8633042278795908,3,9,2,0,4,2,5,0.09940269014599133,0.0007138334496452164,tanh,80,112
224,0.9908464636922162,0.9095343541565282,0.8608695652173913,0.9095343541565282,0.08131210953568802,0.8696788627069431,3,9,2,0,4,2,5,0.08265128278458769,0.0005022159079971743,tanh,80,112
225,0.9905828005602484,0.9039437301288104,0.8289855072463768,0.9039437301288104,0.08663907043143804,0.8539367280483612,3,9,2,0,4,2,5,0.0824466687275107,0.00048776967916671005,tanh,80,104
226,0.9907890786235345,0.9098078588592643,0.863768115942029,0.9098078588592643,0.0809812197642702,0.8709053261019585,3,9,2,0,4,2,5,0.08373113134303647,0.0006178632357782467,tanh,80,112
227,0.9908506284481174,0.9098078588592643,0.863768115942029,0.9098078588592643,0.08104276958885315,0.8708745511896671,3,9,2,0,4,2,5,0.08359126559069044,0.0006125934654301629,tanh,80,112
228,0.9909210025164346,0.900852805052372,0.8202898550724638,0.900852805052372,0.09006819746406258,0.8462498213263683,3,9,2,0,4,2,5,0.08383466621830132,0.0005929701994702668,tanh,96,112
229,0.990729112204729,0.9074085540308178,0.8608695652173913,0.9074085540308178,0.08332055817391126,0.867186578299834,3,9,2,0,4,2,5,0.08417588066618013,0.000734085081435241,tanh,80,112
230,0.9878451540022192,0.9019881940802903,0.8318840579710145,0.9019881940802903,0.08585695992192888,0.858228473286543,3,9,2,0,4,2,5,0.06627432907378508,0.0006371032981966449,tanh,80,16
231,0.9913496393836355,0.9065783774745818,0.8289855072463768,0.9065783774745818,0.08477126190905371,0.8591148854515933,3,9,2,0,4,2,5,0.09839413814063198,0.0005158344308645253,tanh,80,56
232,0.9907294228730198,0.9097440424240557,0.8579710144927536,0.9097440424240557,0.08098538044896408,0.8691194438201829,3,9,2,0,4,2,5,0.07319005293686384,0.0004522509387721019,tanh,80,112
233,0.9907909726976029,0.9102572972851369,0.8608695652173913,0.9102572972851369,0.08053367541246592,0.8705741399585801,3,9,2,0,4,2,5,0.07404776580575827,0.00044584343775762027,tanh,80,112
234,0.9905333360545352,0.9037346510415617,0.8202898550724638,0.9037346510415617,0.0867986850129735,0.8507018697443454,3,9,10,0,4,2,5,0.0835476279966882,0.0005487510291819743,tanh,80,112
235,0.9908508889121355,0.9096182119046197,0.8608695652173913,0.9096182119046197,0.0812326770075158,0.8697772793946931,3,9,2,0,4,2,5,0.06210183980346951,0.0005003581773758727,tanh,80,112
236,0.9907024081878909,0.9075607442555816,0.8347826086956521,0.9075607442555816,0.08314166393230926,0.8595564716214481,3,9,8,0,4,2,5,0.06284446780994861,0.0005918714328398397,tanh,80,112
237,0.9906592364855438,0.9048227023010061,0.8289855072463768,0.9048227023010061,0.08583653418453763,0.8549532766923484,3,9,2,1,4,2,5,0.08059145963164431,0.0005038713824898902,tanh,80,104
238,0.9918600344901527,0.902927506416943,0.8289855072463768,0.902927506416943,0.08893252807320973,0.8508786426291681,3,9,2,0,4,2,5,0.060059232696209316,0.0004106341204137336,tanh,96,112
239,0.9891225006851165,0.9078645957449978,0.855072463768116,0.9078645957449978,0.08125790494011875,0.8663980036818738,3,9,2,0,4,2,5,0.09568062913159002,0.0005680413944606428,tanh,80,120
240,0.9911312947216303,0.9087946198099641,0.855072463768116,0.9087946198099641,0.08233667491166619,0.8669096355415765,3,9,2,1,4,2,5,0.06751614963989726,0.0006526072589159665,tanh,80,112
241,0.9905579772849542,0.9102067135036844,0.8579710144927536,0.9102067135036844,0.08035126378126978,0.8697603719097702,3,9,2,0,6,2,5,0.07669229285122633,0.0004488484830724043,tanh,80,112
242,0.9903300079599355,0.9113883035301896,0.8376811594202899,0.9113883035301896,0.07894170442974591,0.8652053080823466,3,9,2,0,5,2,5,0.08451330323707557,0.0005070183454863195,tanh,80,112
243,0.9905004179103389,0.9102456028920987,0.8492753623188406,0.9102456028920987,0.08025481501824028,0.867227123211001,3,9,2,0,6,2,5,0.08108912207517785,0.0004353285565423922,tanh,80,112
244,0.990061166039997,0.908655792621926,0.8347826086956521,0.908655792621926,0.08140537341807108,0.8611911507350083,3,9,2,0,6,2,5,0.09997105289158179,0.00039119376048245226,tanh,80,112
245,0.9907728034396037,0.9080607508206984,0.855072463768116,0.9080607508206984,0.08271205261890535,0.866208238395471,3,9,2,0,6,2,5,0.06178277915937506,0.000770233977085119,tanh,80,112
246,0.9907294228730198,0.9095205997949477,0.8579710144927536,0.9095205997949477,0.08120882307807209,0.8688513126652534,3,9,2,0,4,2,5,0.0722633458086466,0.000474658202948359,tanh,80,112
247,0.9891486944779985,0.9022127573966968,0.8376811594202899,0.9022127573966968,0.08693593708130165,0.857185309463124,3,9,2,0,4,2,5,0.09873186308883679,0.0005440368988026127,tanh,80,64
248,0.9908926167242273,0.9027922783906622,0.8,0.9027922783906622,0.08810033833356512,0.8429044257066809,3,9,2,0,4,2,5,0.07972316967539711,0.000615212019285143,tanh,96,104
249,0.9907498644050018,0.9095837231574669,0.8463768115942029,0.9095837231574669,0.08116614124753485,0.8654385790647202,3,9,2,1,4,2,5,0.059666803857538954,0.000383381981618168,tanh,80,112
250,0.9891697079658512,0.8938977370425072,0.808695652173913,0.8938977370425072,0.09527197092334405,0.8361011261202569,0,9,2,0,4,2,5,0.07060105863235125,0.0006871820374136731,tanh,80,112
251,0.9902260758436348,0.9074287803586704,0.8376811594202899,0.9074287803586704,0.0827972954849644,0.860105846334674,3,9,2,0,4,2,5,0.08607329417664342,0.0008701374727127822,tanh,80,120
252,0.989372460861578,0.8911525264202769,0.8115942028985508,0.8911525264202769,0.09821993444130117,0.8343750621431084,3,9,2,7,4,2,5,0.09940059017259151,0.0005117596123497461,tanh,64,112
253,0.9907771161861807,0.9101985043400309,0.8608695652173913,0.9101985043400309,0.08057861184614978,0.870510516680164,3,9,2,0,4,2,5,0.06055864404046572,0.00042536828334601573,tanh,80,112
254,0.9917696993556947,0.9068257966265979,0.8405797101449275,0.9068257966265979,0.0849439027290968,0.8594800193175484,3,9,2,1,4,2,5,0.05747311780410672,0.0004283189391041036,tanh,96,104
255,0.990443022055969,0.9038372563866189,0.8144927536231884,0.9038372563866189,0.08660576566935008,0.8487310227229147,3,9,2,0,4,2,5,0.06494352919556541,0.00045999854156419,tanh,160,40
256,0.9893258363584237,0.9070877916410481,0.8521739130434782,0.9070877916410481,0.08223804471737561,0.8644946057030893,3,9,2,0,5,2,5,0.07073603838553595,0.0005664912860980302,tanh,80,120
257,0.9908061161962344,0.9090991353682519,0.8463768115942029,0.9090991353682519,0.08170698082798244,0.8648289478220459,3,9,2,1,4,2,5,0.08276815906515203,0.0003924184628925029,tanh,80,112
258,0.9916335355322308,0.9037783147194236,0.8260869565217391,0.9037783147194236,0.08785522081280717,0.8511432968537147,3,9,2,0,4,2,5,0.05854240951066838,0.00043944935428137346,tanh,96,112
259,0.9896975462611046,0.9022580352369556,0.8347826086956521,0.9022580352369556,0.08743951102414904,0.85449565176249,3,9,2,0,4,2,5,0.0714926949294771,0.0011141343755601471,tanh,64,112
260,0.9905292198673376,0.9051350623489539,0.8289855072463768,0.9051350623489539,0.08539415751838364,0.8553931170589889,3,10,3,0,4,2,5,0.09869490700485267,0.00036588206424548934,tanh,80,104
261,0.9901599513545541,0.9023930409982047,0.808695652173913,0.9023930409982047,0.08776691035634943,0.8454003691727425,3,3,7,1,4,2,5,0.08116166111785661,0.0006476514350820458,tanh,80,120
262,0.9886578979180078,0.8999939812827896,0.8231884057971014,0.8999939812827896,0.08866391663521822,0.8488203503194739,3,9,2,0,4,2,5,0.05805190915520964,0.0005415784799916092,tanh,64,112
263,0.9905436659869551,0.909713037956701,0.855072463768116,0.909713037956701,0.08083062803025409,0.8683055516849983,3,9,2,0,6,2,5,0.07150709274121486,0.00047493560250791433,tanh,80,112
264,0.9886846919065536,0.89112567728579,0.8202898550724638,0.89112567728579,0.09755901462076366,0.8364954233114102,3,9,2,12,4,2,5,0.09991286526898402,0.0005944425013757978,tanh,80,112
265,0.990037545713024,0.9048851932555653,0.8,0.9048851932555653,0.08515235245745878,0.8450434590501662,3,9,2,0,4,2,5,0.08334298765110393,0.00041071971912391513,tanh,96,120
266,0.9908306568153208,0.9069578004028586,0.8376811594202899,0.9069578004028586,0.08387285641246223,0.8600383799018569,3,9,3,0,4,2,5,0.06967510688455861,0.0005266380999579099,tanh,80,104
267,0.9906681734631033,0.9024740570108907,0.8434782608695652,0.9024740570108907,0.08819411645221265,0.8568782599423866,3,9,2,1,5,2,5,0.056081973355597815,0.0004699898518450053,tanh,64,112
268,0.9894842955096954,0.9068887145417741,0.8434782608695652,0.9068887145417741,0.0825955809679213,0.8639677879561506,3,9,2,0,4,2,5,0.08348828157623361,0.0006902067759053619,tanh,80,72
269,0.990804984637819,0.9101985043400309,0.8608695652173913,0.9101985043400309,0.08060648029778805,0.8704965824543448,3,9,2,0,4,2,5,0.06582155969893895,0.0004159916552131462,tanh,80,112
270,0.991615856043607,0.8993485216882031,0.8405797101449275,0.8993485216882031,0.09226733435540391,0.8501842110475185,3,9,9,1,4,2,5,0.06474793331577498,0.0003795988295931818,tanh,96,112
271,0.9904711202122848,0.9047070775503077,0.8231884057971014,0.9047070775503077,0.08576404266197712,0.8531694546933571,3,10,2,0,4,2,5,0.05561217727332331,0.0004185815956328477,tanh,80,104
272,0.990740005752473,0.9110967236932246,0.8492753623188406,0.9110967236932246,0.07964328205924842,0.868128674251285,3,9,3,0,4,2,5,0.07017085248710846,0.000625178919979633,tanh,80,112
273,0.9903605126442905,0.9041091359393665,0.8231884057971014,0.9041091359393665,0.086251376704924,0.8525072285442249,3,9,2,0,4,2,5,0.085785338293315,0.00035300097285896566,tanh,64,120
274,0.9882861371583588,0.8845233768622353,0.8057971014492754,0.8845233768622353,0.10376276029612352,0.8244241140902854,3,9,2,15,4,2,5,0.09944039149263434,0.000558915397032483,tanh,80,112
275,0.991340454840779,0.9034902009981436,0.8434782608695652,0.9034902009981436,0.08785025384263545,0.8561614920382523,3,9,2,0,5,2,5,0.06634684372749262,0.0004509197120173792,tanh,96,112
276,0.9908237439989871,0.9102100880864415,0.8463768115942029,0.9102100880864415,0.08061365591254555,0.866153277182497,3,10,3,1,4,2,5,0.07337286712184966,0.000813346103616135,tanh,80,112
277,0.9906575282279424,0.9038141343573479,0.8173913043478261,0.9038141343573479,0.08684339387059448,0.8502655884191941,3,9,2,0,4,2,5,0.053903130806905994,0.0005167234202194088,tanh,80,104
278,0.9903187389903253,0.9011382100087411,0.8173913043478261,0.9011382100087411,0.08918052898158424,0.8476238738196743,3,9,2,0,4,2,5,0.08440603430482635,0.0004098592968867239,tanh,64,112
279,0.9898812743697434,0.8995689036625691,0.8202898550724638,0.8995689036625691,0.09031237070717424,0.8456290037319504,3,9,11,0,4,2,5,0.059391973778576315,0.0006159782292795911,tanh,80,120
280,0.9918732537245837,0.9030254650891257,0.8347826086956521,0.9030254650891257,0.08884778863545795,0.8527287138533546,3,9,2,1,4,2,5,0.002415107116146267,0.00036320140248016574,tanh,96,112
281,0.9890843680589151,0.8978980345764372,0.8057971014492754,0.8978980345764372,0.09118633348247784,0.8444745878970498,3,9,2,0,4,2,5,0.0856007952305287,0.0005618587110601226,tanh,80,24
282,0.9873075229436725,0.9058450540487732,0.8463768115942029,0.9058450540487732,0.08146246889489928,0.8574733468649524,3,9,3,0,4,2,5,0.09990115691834438,0.00045162801585259385,tanh,176,120
283,0.9907138776305665,0.9099889667329163,0.8434782608695652,0.9099889667329163,0.08072491089765021,0.8650732995250857,3,9,2,0,4,2,5,0.07060136387843742,0.000727560187580874,tanh,80,112
284,0.9915395130982805,0.9009274909261665,0.8289855072463768,0.9009274909261665,0.09061202217211395,0.8506388847361726,3,9,2,1,4,2,5,0.051371540098936325,0.0004973048346936114,tanh,64,104
