trial_number,params,val_fitness,train_fitness,gen_gap,final_score,val_mean_recall,val_min_recall,n_iterations
96,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.005, 'hidden_1': 64, 'hidden_2': 32}",0.8616438150677872,0.9833170958289611,0.1216732807611739,0.7991338939260264,0.897587798539033,0.8376811594202899,32
97,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8677353327461912,0.9832197182753976,0.11548438552920637,0.8145087544523817,0.8954252883872171,0.8492753623188406,23
98,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8677353327461912,0.9832197182753976,0.11548438552920637,0.8145087544523817,0.8954252883872171,0.8492753623188406,23
99,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8677353327461912,0.9832197182753976,0.11548438552920637,0.8145087544523817,0.8954252883872171,0.8492753623188406,23
100,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 15, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.7949064036057958,0.9762846337432546,0.1813782301374588,0.6428390583996075,0.8524834003188372,0.7565217391304347,15
101,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8677353327461912,0.9832197182753976,0.11548438552920637,0.8145087544523817,0.8954252883872171,0.8492753623188406,23
102,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8677353327461912,0.9832197182753976,0.11548438552920637,0.8145087544523817,0.8954252883872171,0.8492753623188406,23
103,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8677353327461912,0.9832197182753976,0.11548438552920637,0.8145087544523817,0.8954252883872171,0.8492753623188406,23
104,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8677353327461912,0.9832197182753976,0.11548438552920637,0.8145087544523817,0.8954252883872171,0.8492753623188406,23
105,"{'W_CHAR': 3, 'W_WORD': 10, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8557278032564894,0.9850796363661916,0.1293518331097021,0.7817000535919363,0.8958412472716586,0.8289855072463768,24
106,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 3, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8677353327461912,0.9832197182753976,0.11548438552920637,0.8145087544523817,0.8954252883872171,0.8492753623188406,23
107,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.866795374563806,0.9844971547771606,0.11770178021335465,0.810242704243774,0.8930753929312538,0.8492753623188406,30
108,"{'W_CHAR': 1, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8276870179996828,0.972146298167309,0.14445928016762621,0.7309980977482435,0.8735653710861636,0.7971014492753623,13
109,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.866795374563806,0.9844971547771606,0.11770178021335465,0.810242704243774,0.8930753929312538,0.8492753623188406,30
110,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 64}",0.848602694284083,0.9825071463226502,0.13390445203856727,0.7677460162262321,0.8954197791884684,0.8173913043478261,21
111,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.866795374563806,0.9844971547771606,0.11770178021335465,0.810242704243774,0.8930753929312538,0.8492753623188406,30
112,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.866795374563806,0.9844971547771606,0.11770178021335465,0.810242704243774,0.8930753929312538,0.8492753623188406,30
113,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.866795374563806,0.9844971547771606,0.11770178021335465,0.810242704243774,0.8930753929312538,0.8492753623188406,30
114,"{'W_CHAR': 3, 'W_WORD': 6, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.866795374563806,0.9844971547771606,0.11770178021335465,0.810242704243774,0.8930753929312538,0.8492753623188406,30
115,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8674129835939732,0.9819728306303342,0.11455984703636102,0.8155732130394318,0.8902715894197158,0.8521739130434782,23
116,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8674129835939732,0.9819728306303342,0.11455984703636102,0.8155732130394318,0.8902715894197158,0.8521739130434782,23
117,"{'W_CHAR': 2, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 5, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8658931112195748,0.986214973458202,0.12032186223862718,0.8054103178616341,0.8908197345706761,0.8492753623188406,25
118,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8674129835939732,0.9819728306303342,0.11455984703636102,0.8155732130394318,0.8902715894197158,0.8521739130434782,23
119,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8674129835939732,0.9819728306303342,0.11455984703636102,0.8155732130394318,0.8902715894197158,0.8521739130434782,23
120,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8674129835939732,0.9819728306303342,0.11455984703636102,0.8155732130394318,0.8902715894197158,0.8521739130434782,23
121,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8674129835939732,0.9819728306303342,0.11455984703636102,0.8155732130394318,0.8902715894197158,0.8521739130434782,23
122,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8674129835939732,0.9819728306303342,0.11455984703636102,0.8155732130394318,0.8902715894197158,0.8521739130434782,23
123,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8674129835939732,0.9819728306303342,0.11455984703636102,0.8155732130394318,0.8902715894197158,0.8521739130434782,23
124,"{'W_CHAR': 0, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.7973199529643449,0.9781180062294169,0.18079805326507203,0.6461228730667368,0.8367781432804275,0.7710144927536232,23
125,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 10, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8219768932688095,0.9778338849679611,0.15585699169915157,0.7081914057200822,0.8723335375198498,0.7884057971014493,16
126,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8674129835939732,0.9819728306303342,0.11455984703636102,0.8155732130394318,0.8902715894197158,0.8521739130434782,23
127,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.8674129835939732,0.9819728306303342,0.11455984703636102,0.8155732130394318,0.8902715894197158,0.8521739130434782,23
128,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 15, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 64, 'hidden_2': 32}",0.803849131613244,0.9789225547540328,0.17507342314078878,0.6612389969020609,0.8531010899026753,0.7710144927536232,36
129,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8692238097666348,0.9856692229597879,0.11644541319315305,0.8145556899769053,0.8947986548513697,0.8521739130434782,19
130,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8692238097666348,0.9856692229597879,0.11644541319315305,0.8145556899769053,0.8947986548513697,0.8521739130434782,19
131,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8692238097666348,0.9856692229597879,0.11644541319315305,0.8145556899769053,0.8947986548513697,0.8521739130434782,19
132,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8692238097666348,0.9856692229597879,0.11644541319315305,0.8145556899769053,0.8947986548513697,0.8521739130434782,19
133,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8692238097666348,0.9856692229597879,0.11644541319315305,0.8145556899769053,0.8947986548513697,0.8521739130434782,19
134,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8692238097666348,0.9856692229597879,0.11644541319315305,0.8145556899769053,0.8947986548513697,0.8521739130434782,19
135,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8692238097666348,0.9856692229597879,0.11644541319315305,0.8145556899769053,0.8947986548513697,0.8521739130434782,19
136,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8692238097666348,0.9856692229597879,0.11644541319315305,0.8145556899769053,0.8947986548513697,0.8521739130434782,19
137,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 5, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 64}",0.8368096929066623,0.9814143289333683,0.14460463602670603,0.7399027388666033,0.8789807540057861,0.808695652173913,18
138,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8692238097666348,0.9856692229597879,0.11644541319315305,0.8145556899769053,0.8947986548513697,0.8521739130434782,19
139,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 5, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8692238097666348,0.9856692229597879,0.11644541319315305,0.8145556899769053,0.8947986548513697,0.8521739130434782,19
140,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
141,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
142,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
143,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
144,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
145,"{'W_CHAR': 2, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8187444851766742,0.9502715173744245,0.1315270321977503,0.7414539368800488,0.8859916477242943,0.7739130434782608,13
146,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
147,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
148,"{'W_CHAR': 0, 'W_WORD': 4, 'W_BI': 15, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.7697885619808909,0.976107509770499,0.20631894778960813,0.5803101402964786,0.8244714049522274,0.7333333333333333,19
149,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
150,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
151,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
152,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
153,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 0, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.875891690137365,0.9825479865208009,0.10665629638343588,0.8359072455622112,0.8984248775173257,0.8608695652173913,17
154,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
155,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
156,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
157,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 10, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8492914407306458,0.9803970172123099,0.1311055764816641,0.7726330760081497,0.8840981670440059,0.8260869565217391,17
158,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
159,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
160,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 64}",0.8568001474718419,0.9801030062216817,0.12330285874983982,0.7918458593470821,0.8985221078100394,0.8289855072463768,23
161,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
162,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
163,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
164,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
165,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
166,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
167,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 5, 'alpha': 0.001, 'hidden_1': 128, 'hidden_2': 32}",0.8615382183780738,0.9823339180630194,0.12079569968494563,0.8003446688506554,0.891469308321422,0.8415841584158416,23
168,"{'W_CHAR': 1, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8686887506578329,0.9839447304556374,0.11525597979780444,0.8158047809611263,0.8958598076790654,0.8505747126436781,21
169,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
170,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 15, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.829400860544603,0.9794918488197695,0.15009098827516643,0.7242643781318534,0.8735021513615077,0.8,26
171,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
172,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
173,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
174,"{'W_CHAR': 3, 'W_WORD': 4, 'W_BI': 0, 'W_TRI': 0, 'W_POS': 2, 'CHAR_MIN': 2, 'CHAR_MAX': 4, 'alpha': 0.0001, 'hidden_1': 128, 'hidden_2': 32}",0.8774864794994162,0.9851687298808292,0.10768225038141299,0.8359631039272967,0.9006127504726784,0.8620689655172413,25
